id,price_at_add,product_id,quantity,user_id,added_at
78,266.89,960,5,4874,2025-05-14 21:31:37
79,1659.64,4498,3,1209,2025-07-11 19:30:02
80,219.48,2886,2,454,2025-04-12 13:53:28
81,988.71,371,5,3508,2025-09-03 17:43:33
82,777.92,3268,1,1374,2025-05-24 14:31:58
83,201.39,772,5,3198,2025-06-18 05:01:05
84,663.18,1253,4,3867,2025-06-21 10:45:00
85,1554.95,1069,1,684,2025-08-11 08:47:17
86,339.39,1549,4,1915,2025-06-15 04:17:15
87,1750.41,4875,3,322,2025-05-10 19:41:23
88,1218.65,4074,2,4507,2025-04-07 17:40:47
89,1495.51,4630,1,423,2025-06-16 11:34:07
90,1518.87,1182,2,4892,2025-08-17 04:16:33
91,1298.7,4,2,2818,2025-09-06 19:20:35
92,1749.11,4754,4,4971,2025-08-07 08:45:44
93,813.54,4747,5,2725,2025-06-08 08:22:31
94,483.85,2363,1,4438,2025-08-04 18:25:42
95,1491.36,789,3,3951,2025-08-07 01:53:44
96,1857.94,1207,4,274,2025-06-20 15:25:02
97,823.28,1998,2,674,2025-07-17 18:24:48
98,961.43,1245,3,2925,2025-08-28 23:00:57
99,123.38,552,5,3964,2025-06-01 23:01:03
100,1498.32,1138,2,1320,2025-09-18 16:13:55
101,44.29,1352,3,4755,2025-07-19 10:07:05
102,1147.58,3183,2,1892,2025-07-16 01:02:03
103,355.76,3179,2,3611,2025-09-21 00:30:58
104,537.2,2089,2,1068,2025-04-14 08:57:31
105,402.39,2008,5,1374,2025-09-26 13:09:34
106,1326.56,121,1,4822,2025-04-29 07:52:01
107,1245.95,2279,2,4538,2025-07-27 08:27:31
108,421.67,133,3,599,2025-08-21 11:23:20
109,560.04,3646,5,748,2025-06-20 12:54:29
110,1138.76,1125,5,2551,2025-05-16 18:11:20
111,775.31,253,4,126,2025-05-29 13:56:00
112,303.62,22,3,630,2025-09-28 10:54:55
113,715.97,3392,1,4281,2025-09-20 20:09:38
114,1188.21,251,5,4565,2025-08-13 14:41:44
115,1720.56,698,5,1150,2025-08-27 23:24:57
116,330.81,1473,1,3598,2025-07-03 12:27:44
117,1896.75,3535,1,4395,2025-06-06 09:45:03
118,587.64,14,5,3293,2025-08-27 02:34:59
119,526.89,541,3,2491,2025-05-08 08:44:34
120,796.35,3261,5,3728,2025-05-31 09:58:39
121,929.23,435,1,599,2025-08-30 03:48:26
122,84.13,702,3,2935,2025-09-16 15:10:42
123,657.89,855,2,3301,2025-07-28 09:56:34
124,1716.72,4449,4,4350,2025-09-01 06:32:15
125,565.44,1238,1,3315,2025-07-24 20:39:36
126,1811.47,2519,5,1717,2025-05-26 04:58:53
127,1767.46,1977,4,4069,2025-04-16 11:40:58
128,1723.42,4649,1,880,2025-07-10 02:01:36
129,535.75,1038,4,780,2025-08-05 10:22:04
130,1050.22,812,3,3847,2025-07-13 08:39:31
131,1770.27,2363,3,3831,2025-05-27 08:43:16
132,537.43,4726,1,2741,2025-08-22 06:13:51
133,107.07,4509,3,3877,2025-04-22 11:43:13
134,464.09,3082,2,4828,2025-04-05 07:03:21
135,213.49,3752,3,4533,2025-08-20 14:24:23
136,1818.82,4243,4,4578,2025-06-15 03:08:01
137,1739.8,4022,1,1879,2025-05-23 11:38:16
138,747.73,1574,2,1401,2025-04-28 12:37:12
139,1614.66,4028,1,3866,2025-08-22 22:34:23
140,1234.17,994,3,620,2025-08-05 04:47:06
141,1060.98,575,3,3306,2025-08-10 18:57:00
142,371.4,3756,2,3906,2025-04-23 17:57:46
143,1564.38,2512,2,441,2025-07-23 22:42:54
144,247.5,4340,3,1576,2025-08-31 15:42:22
145,95.4,1810,2,3259,2025-05-07 00:25:52
146,521.47,3538,1,4181,2025-04-08 07:55:46
147,459.98,2927,5,2773,2025-08-31 14:52:04
148,525.43,4280,1,3020,2025-08-24 16:50:55
149,1389.1,1179,1,4432,2025-05-08 18:30:34
150,864.88,1288,4,3027,2025-07-29 19:29:07
151,579.39,3735,3,1984,2025-05-13 21:13:16
152,1312.74,641,1,4630,2025-08-23 06:45:49
153,469.65,3405,4,1343,2025-09-25 11:32:00
154,1398.29,130,3,3993,2025-05-27 22:39:40
155,1881.83,2923,4,898,2025-04-27 07:49:46
156,1756.44,3135,4,3834,2025-07-13 21:29:54
157,1612.06,3967,2,491,2025-07-19 02:10:34
158,1451.74,2275,1,1061,2025-08-23 10:16:46
159,327.05,3589,4,3666,2025-05-30 20:12:54
160,869.83,4942,5,4631,2025-05-22 07:19:31
161,1892.63,4878,2,4365,2025-08-08 21:38:45
162,1039.78,843,5,3090,2025-06-06 22:39:44
163,1922.12,3828,4,4971,2025-06-28 14:14:17
164,1350.97,1289,1,3040,2025-06-22 04:13:10
165,40.92,2302,1,521,2025-09-08 15:20:44
166,1613.99,2488,3,2250,2025-06-02 05:43:39
167,1078.98,492,3,4051,2025-09-08 11:48:49
168,1187.0,3530,4,4819,2025-06-21 02:52:33
169,829.12,618,1,2246,2025-08-23 18:33:16
170,1262.38,4213,5,1178,2025-07-18 03:17:19
171,560.92,2009,2,3860,2025-07-10 02:08:44
172,1194.42,579,2,3873,2025-07-05 00:13:25
173,1386.55,3886,2,996,2025-06-08 16:39:32
174,1659.96,1113,1,3058,2025-09-20 03:59:56
175,223.82,500,2,713,2025-05-19 22:05:37
176,351.13,4858,3,1520,2025-04-16 03:41:58
177,1355.11,1046,2,3075,2025-06-12 01:24:17
178,462.43,4399,5,3619,2025-05-18 21:37:00
179,135.87,2106,2,725,2025-06-12 16:52:27
180,1156.81,3199,2,1645,2025-04-23 18:23:21
181,869.88,2348,5,661,2025-04-27 16:15:32
182,1005.82,1279,2,26,2025-05-27 14:58:10
183,401.59,4620,2,4130,2025-09-21 08:59:31
184,1275.42,4364,3,4133,2025-08-20 09:08:36
185,470.04,2934,5,1393,2025-06-13 19:10:19
186,301.29,2854,5,4313,2025-04-14 22:06:21
187,448.54,314,3,3376,2025-06-18 17:22:59
188,1855.68,547,5,1557,2025-06-20 15:17:49
189,1430.42,2484,3,2260,2025-04-28 01:19:02
190,83.38,2216,1,1991,2025-05-07 17:21:36
191,553.78,717,2,1556,2025-07-11 01:06:41
192,1965.58,484,3,3486,2025-06-10 14:55:58
193,1446.87,1863,3,2644,2025-07-28 02:57:02
194,1632.2,2390,5,593,2025-05-13 08:51:53
195,1524.79,719,3,405,2025-06-17 19:09:00
196,1898.68,2724,5,1533,2025-09-03 07:21:30
197,838.7,4305,2,3855,2025-05-21 22:38:04
198,1714.24,1749,3,1563,2025-05-17 15:01:27
199,127.26,1164,3,2990,2025-07-06 01:15:37
200,1635.48,3123,5,4663,2025-06-29 11:15:21
201,1465.78,3477,5,2651,2025-09-09 08:05:15
202,1376.04,2307,1,4126,2025-08-28 05:47:19
203,1716.64,2041,3,1356,2025-04-06 19:45:00
204,1705.25,4808,5,4111,2025-09-19 07:33:43
205,1781.34,928,4,404,2025-07-15 06:00:05
206,1161.83,1645,2,4800,2025-04-05 17:35:01
207,1543.52,795,4,2971,2025-09-02 17:19:59
208,537.89,2061,1,487,2025-05-23 11:59:03
209,1363.4,2452,2,3066,2025-07-20 15:52:38
210,950.55,4846,3,4025,2025-04-17 13:58:20
211,741.87,4123,4,4004,2025-08-20 18:39:18
212,1690.44,450,3,1900,2025-04-26 14:24:06
213,404.19,993,3,969,2025-09-05 20:36:03
214,1815.44,3437,1,1097,2025-04-28 22:57:41
215,1387.1,115,4,47,2025-09-17 16:07:46
216,1968.22,2261,3,3742,2025-09-02 11:32:34
217,54.49,1239,3,2088,2025-08-23 20:10:06
218,565.06,3531,4,1322,2025-09-05 13:16:59
219,651.9,3730,3,2081,2025-05-25 09:22:01
220,1961.48,3610,2,5001,2025-08-19 15:06:43
221,1674.5,2433,2,49,2025-08-10 15:23:58
222,930.16,4664,4,804,2025-08-22 17:37:30
223,592.92,1763,5,4389,2025-08-16 19:43:54
224,1642.76,828,4,3558,2025-05-08 02:26:16
225,1174.75,4079,2,2194,2025-07-01 20:55:24
226,615.18,2792,2,4530,2025-04-18 14:35:54
227,1789.05,1144,2,279,2025-06-08 05:40:02
228,1731.84,3670,4,3621,2025-05-06 04:25:56
229,1130.54,1461,5,2189,2025-07-17 11:20:13
230,849.42,2123,2,2963,2025-08-06 12:32:07
231,538.75,3025,3,192,2025-05-04 06:55:52
232,1643.99,1741,1,368,2025-07-05 04:08:47
233,1630.32,485,1,364,2025-08-05 17:01:07
234,1997.4,1868,5,1369,2025-09-05 19:47:03
235,351.0,3820,3,3834,2025-09-26 09:40:05
236,1444.69,3501,4,1646,2025-05-30 19:44:33
237,434.45,379,5,692,2025-05-22 10:51:04
238,326.4,1269,2,1842,2025-05-05 22:13:32
239,1784.25,1958,4,2903,2025-07-21 20:13:40
240,1184.0,1847,1,603,2025-07-01 01:51:02
241,1531.73,256,3,3245,2025-09-08 13:10:56
242,310.34,545,3,2087,2025-05-12 07:51:21
243,193.92,3124,2,4533,2025-08-23 08:59:32
244,696.43,4103,2,2391,2025-08-07 10:36:09
245,575.81,2095,3,1563,2025-07-29 01:41:08
246,1982.9,4009,5,3109,2025-08-10 18:15:47
247,285.36,1692,3,3591,2025-05-01 02:18:44
248,1274.74,732,5,3354,2025-09-12 06:46:15
249,1612.1,2918,4,4122,2025-08-12 23:37:23
250,1051.55,3230,2,2422,2025-07-16 17:57:14
251,1055.29,385,1,2812,2025-07-26 13:53:40
252,51.11,2432,3,4497,2025-06-21 03:26:36
253,1823.17,897,3,4556,2025-05-31 13:20:13
254,448.63,1551,2,1456,2025-07-29 02:04:43
255,445.73,290,3,3584,2025-07-27 16:48:46
256,66.19,4950,4,3284,2025-09-17 14:35:38
257,1211.33,869,4,2294,2025-06-24 22:39:03
258,960.98,380,5,2895,2025-07-17 20:29:25
259,1562.79,1376,1,610,2025-06-06 09:34:15
260,859.23,2394,1,451,2025-04-18 01:18:43
261,1753.97,1999,1,2896,2025-08-14 17:56:17
262,998.86,1935,2,2737,2025-06-09 14:30:46
263,673.56,1651,2,1200,2025-06-19 14:01:01
264,1661.16,4578,4,289,2025-07-05 03:53:48
265,1226.85,3020,4,575,2025-06-08 02:44:39
266,423.4,4475,5,3762,2025-07-25 13:50:25
267,107.03,4518,2,4918,2025-09-24 18:31:23
268,1066.18,380,3,21,2025-07-21 09:12:47
269,1556.28,727,4,2666,2025-07-24 04:02:16
270,1495.2,2928,3,3718,2025-09-09 09:07:12
271,699.63,3367,5,4119,2025-06-08 00:34:09
272,1330.08,887,5,3094,2025-06-24 23:19:50
273,969.97,3669,1,2822,2025-07-31 07:26:35
274,721.98,3747,1,2796,2025-05-16 09:04:32
275,1152.77,2712,4,1484,2025-08-19 04:01:35
276,1283.2,2665,5,4905,2025-08-02 16:43:59
277,731.91,1304,4,3266,2025-08-06 00:32:06
278,1196.9,378,5,656,2025-04-23 04:43:24
279,1134.13,1492,1,3224,2025-07-22 05:45:43
280,1422.39,2133,1,4920,2025-07-06 01:15:24
281,693.32,2610,3,4678,2025-07-15 22:17:04
282,1014.31,3837,2,2995,2025-07-15 17:13:29
283,1561.34,1727,3,4637,2025-09-25 23:02:16
284,67.62,2600,3,4654,2025-04-15 16:24:23
285,775.31,3669,1,1390,2025-08-24 10:47:43
286,1650.75,126,2,3275,2025-08-30 04:56:35
287,926.79,2843,4,4786,2025-05-20 13:56:47
288,1656.92,4432,3,1416,2025-06-25 04:59:14
289,1400.81,3591,4,3739,2025-09-23 15:54:20
290,231.5,4544,3,4287,2025-04-02 00:28:09
291,894.83,3786,1,959,2025-08-03 06:02:54
292,1780.71,3696,4,1080,2025-05-15 05:07:18
293,309.17,2556,2,4617,2025-05-31 13:07:09
294,189.9,3826,5,1984,2025-09-17 06:01:05
295,760.55,3878,4,1539,2025-06-04 12:13:50
296,1828.3,1979,5,4270,2025-07-05 04:52:08
297,1368.65,4602,1,1917,2025-08-19 09:36:59
298,1265.13,3712,3,3427,2025-08-18 21:41:11
299,1273.38,1984,1,55,2025-09-23 02:53:25
300,932.24,3275,5,3516,2025-08-06 21:15:35
301,1304.36,2251,2,326,2025-09-30 00:20:18
302,1586.43,2416,5,1610,2025-05-22 16:58:26
303,970.7,2471,5,716,2025-05-27 08:24:01
304,390.49,1499,2,3027,2025-07-07 15:56:07
305,222.01,3279,5,3613,2025-04-07 17:49:33
306,1037.01,2114,3,3721,2025-09-07 03:25:18
307,1206.15,3918,2,1712,2025-06-22 01:53:58
308,415.82,2905,4,4146,2025-04-28 16:15:57
309,1086.09,426,5,1252,2025-09-10 20:54:49
310,1633.97,803,2,1248,2025-06-05 12:04:53
311,1613.82,800,3,3309,2025-08-23 13:12:02
312,1412.08,2377,5,325,2025-07-31 15:19:53
313,969.9,1031,2,1221,2025-09-27 02:50:39
314,1055.52,3672,3,3856,2025-04-22 07:37:25
315,617.25,4924,1,3713,2025-06-07 10:47:17
316,1174.58,4001,4,4941,2025-04-02 19:42:54
317,1981.15,55,3,1355,2025-04-18 16:51:36
318,1832.55,4806,3,2004,2025-09-11 17:01:17
319,1370.99,1407,1,1651,2025-07-13 04:33:32
320,1157.48,1970,2,2832,2025-08-16 12:12:27
321,1803.04,4845,5,2597,2025-06-28 07:37:18
322,925.68,3615,4,1004,2025-06-19 21:55:58
323,1322.54,3798,4,2117,2025-08-10 02:26:41
324,1953.6,503,2,2378,2025-04-26 18:29:17
325,799.71,2747,2,2964,2025-07-12 11:13:45
326,332.21,2622,1,2012,2025-07-18 18:17:23
327,711.01,395,2,2645,2025-09-27 14:42:45
328,526.08,3065,2,3466,2025-07-27 11:42:48
329,267.72,4582,5,4282,2025-05-03 20:17:46
330,803.55,4297,5,927,2025-05-04 12:05:59
331,1124.24,418,4,1128,2025-07-02 15:11:04
332,40.2,352,2,788,2025-04-28 04:46:21
333,564.17,4526,4,167,2025-05-13 21:37:16
334,433.39,4336,4,1344,2025-05-17 05:23:04
335,1125.12,3892,2,4332,2025-05-30 02:52:45
336,1403.01,3559,1,4547,2025-08-29 00:44:10
337,922.02,4402,3,3539,2025-05-07 13:51:49
338,1783.8,4911,1,462,2025-07-25 02:13:23
339,1551.16,4407,5,288,2025-08-19 01:07:33
340,1576.12,4004,3,958,2025-05-12 08:32:02
341,1336.09,3965,3,262,2025-08-01 19:50:02
342,894.52,4210,3,1065,2025-07-19 20:47:49
343,774.78,3006,4,3874,2025-05-02 10:55:24
344,422.94,4080,4,4867,2025-08-04 10:38:22
345,890.3,609,3,555,2025-09-04 23:12:31
346,815.3,865,4,2894,2025-06-22 03:33:55
347,1433.63,1861,2,825,2025-04-22 03:00:38
348,1703.7,2251,5,2784,2025-05-12 10:47:32
349,577.28,747,5,2014,2025-07-03 05:03:41
350,722.17,4183,4,3247,2025-07-17 09:08:48
351,300.54,4375,5,4925,2025-06-21 15:01:08
352,477.93,4119,3,4247,2025-08-16 13:37:16
353,235.44,647,3,2110,2025-08-23 00:35:54
354,18.24,3665,1,4534,2025-09-04 02:05:00
355,1280.75,2410,4,2970,2025-06-25 18:01:36
356,1791.9,1304,2,1251,2025-07-11 11:12:17
357,5.85,3566,1,3197,2025-07-30 05:12:06
358,783.34,4187,5,3091,2025-08-17 20:36:17
359,583.25,2482,1,3462,2025-08-29 09:18:02
360,747.86,2,2,1553,2025-04-29 15:18:33
361,1529.07,3484,1,3400,2025-07-27 11:02:57
362,191.94,188,1,4823,2025-09-12 23:52:21
363,83.17,474,5,4116,2025-06-26 02:33:26
364,937.8,3923,3,4677,2025-08-24 12:35:13
365,1856.14,1624,4,1250,2025-07-05 18:39:26
366,1359.34,3083,4,3772,2025-09-01 20:37:15
367,1297.32,781,4,4509,2025-06-18 14:34:54
368,64.87,4306,4,944,2025-05-23 20:00:18
369,1865.43,2202,2,4983,2025-05-31 13:38:17
370,13.48,1196,3,1874,2025-07-18 13:36:37
371,1187.57,4759,1,2632,2025-09-04 01:27:00
372,1596.08,3973,4,1475,2025-09-17 19:52:47
373,448.25,4117,3,718,2025-07-26 22:07:24
374,1027.63,4871,2,3258,2025-05-24 07:48:37
375,1070.17,1545,1,3141,2025-05-15 18:20:42
376,1754.24,3688,4,867,2025-05-24 03:45:39
377,790.72,3615,1,2026,2025-09-08 14:46:07
378,1241.07,4863,1,485,2025-06-10 00:34:20
379,235.88,1563,4,4270,2025-09-20 15:06:51
380,759.82,2940,1,4135,2025-04-07 19:00:47
381,720.03,71,2,876,2025-09-18 00:34:15
382,1368.93,1381,5,4762,2025-09-25 10:30:23
383,1670.1,3130,1,185,2025-09-23 03:34:42
384,1250.56,1321,1,1614,2025-04-24 17:12:48
385,1150.85,2581,1,4591,2025-09-20 15:22:32
386,486.08,2879,2,1097,2025-08-07 14:29:50
387,1551.08,1816,1,4422,2025-05-04 08:05:42
388,706.69,1935,4,1925,2025-05-18 19:46:35
389,566.49,205,5,3000,2025-05-28 01:59:30
390,589.48,3451,1,4987,2025-04-08 16:31:06
391,698.05,4021,1,4970,2025-07-06 16:32:20
392,1096.45,933,4,1959,2025-09-26 11:14:18
393,796.94,4834,1,4392,2025-05-11 21:01:10
394,1742.16,2170,3,753,2025-09-19 02:27:00
395,1625.52,1177,2,1216,2025-07-05 03:20:33
396,239.15,1241,2,4168,2025-05-12 21:00:44
397,699.78,4562,1,3827,2025-05-05 21:37:42
398,327.56,1669,1,3664,2025-05-14 13:02:27
399,1038.9,2613,3,1769,2025-06-04 14:40:14
400,115.42,3336,4,1362,2025-07-31 21:07:08
401,1244.52,3892,1,2904,2025-09-12 03:51:24
402,172.37,895,5,4152,2025-04-29 10:27:58
403,704.42,2373,5,2070,2025-07-29 20:05:08
404,1741.49,3696,4,3466,2025-06-26 17:29:41
405,1441.19,2842,4,833,2025-04-28 17:35:31
406,613.62,3752,2,3259,2025-07-02 21:34:21
407,394.66,3792,3,3788,2025-09-23 00:49:49
408,1194.65,566,2,3148,2025-04-12 08:08:07
409,1329.05,1770,1,2235,2025-09-22 03:21:19
410,1543.44,2687,3,2767,2025-04-25 05:06:32
411,1228.38,2197,5,4499,2025-07-15 04:01:43
412,638.61,4533,4,4573,2025-06-13 18:45:25
413,1056.85,2923,3,3942,2025-07-03 07:12:04
414,972.43,375,1,4026,2025-07-03 00:22:52
415,1717.24,1005,3,813,2025-07-12 15:53:01
416,1169.34,2742,4,4447,2025-07-24 14:11:25
417,954.75,3054,2,1099,2025-05-07 05:11:36
418,1555.79,250,2,1692,2025-05-17 18:49:51
419,336.2,3897,5,773,2025-05-10 10:02:25
420,1493.56,3810,1,84,2025-08-20 21:59:29
421,66.83,1143,3,1186,2025-09-26 10:23:11
422,1077.61,153,2,4762,2025-07-27 23:14:52
423,1309.23,2560,4,1888,2025-08-11 15:41:37
424,1574.64,3539,1,77,2025-08-30 17:08:50
425,464.05,2323,4,2477,2025-07-09 03:45:19
426,406.79,3352,5,2376,2025-05-24 11:22:23
427,1354.37,974,5,1380,2025-08-28 10:56:18
428,1505.17,3949,4,4224,2025-08-05 03:04:32
429,1706.24,3849,1,2141,2025-09-10 04:10:30
430,233.36,2989,2,3125,2025-05-21 14:36:48
431,1730.06,5005,4,4489,2025-09-02 16:03:36
432,1024.74,951,4,4782,2025-08-21 10:43:19
433,102.09,2265,4,4443,2025-04-15 11:42:11
434,1091.36,3235,4,867,2025-09-14 02:09:45
435,1875.07,3454,3,3535,2025-05-27 20:58:11
436,535.01,3056,4,458,2025-07-13 21:57:36
437,1934.58,2594,1,1128,2025-06-23 10:48:16
438,1789.41,2274,4,2234,2025-06-16 01:37:44
439,542.76,4365,5,948,2025-05-15 14:11:37
440,1143.19,768,2,701,2025-07-31 21:27:38
441,1195.26,2457,5,3888,2025-09-09 05:33:23
442,339.3,2045,4,2788,2025-04-19 11:44:01
443,36.34,3109,1,1554,2025-09-30 00:04:52
444,1668.61,3273,4,1314,2025-07-03 20:52:12
445,651.72,2117,2,3224,2025-07-04 18:58:33
446,1204.52,4540,5,4047,2025-07-31 20:53:25
447,738.4,1093,5,1500,2025-06-06 22:57:44
448,1557.73,2407,2,3735,2025-05-22 04:55:08
449,604.45,1774,1,1135,2025-05-13 10:15:45
450,1022.74,4300,3,1845,2025-08-29 20:49:15
451,1333.42,405,3,2732,2025-08-23 23:50:39
452,1842.26,1040,2,1356,2025-05-15 10:57:33
453,1572.94,4768,5,4422,2025-05-03 15:59:24
454,1766.73,4118,5,4572,2025-04-16 09:24:38
455,700.81,3349,1,1531,2025-04-14 15:58:25
456,436.57,3720,2,660,2025-08-31 23:30:06
457,1300.11,4134,3,4529,2025-06-03 01:12:27
458,855.2,3396,3,3392,2025-08-21 19:53:31
459,1293.94,411,1,4169,2025-04-25 12:07:34
460,1844.97,2790,3,3186,2025-07-01 01:22:39
461,444.14,2825,2,1979,2025-05-21 00:19:16
462,1071.93,3769,1,2003,2025-04-12 12:09:37
463,1025.8,59,3,1317,2025-05-07 16:10:52
464,446.7,2399,4,1151,2025-06-16 09:49:02
465,1625.95,2971,5,365,2025-06-08 17:52:30
466,291.11,4412,5,3490,2025-09-05 16:40:01
467,352.75,1710,2,4736,2025-09-26 06:05:02
468,127.07,2852,5,1637,2025-08-08 10:17:36
469,132.71,3225,5,2451,2025-04-02 17:34:10
470,1737.62,2298,3,4048,2025-08-09 15:29:19
471,1920.35,1340,4,4516,2025-04-23 02:02:52
472,1659.79,4890,2,3251,2025-06-23 08:34:22
473,449.52,2281,5,2720,2025-09-08 09:37:26
474,1122.45,3443,2,2016,2025-09-26 23:16:39
475,767.61,3721,4,3137,2025-06-28 01:49:10
476,49.23,3259,2,1439,2025-07-15 07:22:17
477,1637.16,815,3,2939,2025-09-14 13:03:27
478,1280.06,4734,2,335,2025-08-12 03:14:51
479,1567.47,3998,1,734,2025-09-03 23:09:57
480,316.1,80,1,4027,2025-08-04 01:03:56
481,1809.89,3116,3,3987,2025-04-11 04:47:42
482,1695.14,2042,4,2993,2025-06-09 12:44:36
483,1870.24,1904,4,3312,2025-08-08 02:27:30
484,413.11,1387,4,774,2025-04-22 17:55:25
485,1464.92,1511,1,3910,2025-05-17 03:18:26
486,1211.35,4894,2,2290,2025-05-03 23:09:30
487,1903.09,4122,1,3963,2025-05-25 09:45:36
488,1008.72,2610,2,1801,2025-08-12 16:44:07
489,573.75,1532,4,648,2025-06-07 11:00:34
490,1244.48,1060,3,4248,2025-04-25 14:22:31
491,1199.06,3594,3,4706,2025-06-13 21:08:30
492,1493.95,813,4,2435,2025-09-24 23:06:11
493,861.06,2088,4,3400,2025-04-08 13:28:18
494,1246.18,940,2,2750,2025-05-19 12:26:25
495,91.45,330,4,3313,2025-09-06 10:35:44
496,714.91,413,3,1941,2025-06-22 02:33:15
497,1828.39,2965,5,4561,2025-09-05 01:26:13
498,1848.13,2703,1,2216,2025-08-24 17:38:04
499,1267.88,3570,3,1889,2025-09-14 20:24:35
500,991.21,2785,5,459,2025-08-20 14:36:58
501,1402.7,1333,4,2775,2025-07-29 00:48:03
502,1017.91,3415,5,3675,2025-07-03 22:24:55
503,1194.43,984,2,3829,2025-09-27 16:57:42
504,894.91,2543,5,2171,2025-07-30 15:04:48
505,1236.25,3183,4,2765,2025-07-31 19:18:15
506,1424.16,1291,4,2581,2025-09-10 05:05:30
507,743.37,2923,3,1673,2025-04-04 04:13:28
508,1300.58,3463,5,206,2025-05-26 09:49:28
509,438.82,3172,1,2094,2025-05-05 03:37:44
510,1788.92,3613,2,1299,2025-05-10 14:35:15
511,1493.4,973,2,2520,2025-06-20 19:37:25
512,1786.72,653,3,1648,2025-09-07 22:52:57
513,1478.45,3308,5,1190,2025-05-07 08:51:13
514,1467.64,1571,4,1846,2025-05-06 10:47:56
