user_id,product_id,purchase_date,purchase_quantity
396,1652,2025-10-07 19:45:43,5
2494,1378,2025-01-19 19:45:43,5
1843,4950,2024-07-25 19:45:43,1
4882,2452,2025-08-31 19:45:43,5
2205,602,2024-06-27 19:45:43,1
3343,2753,2025-02-05 19:45:43,5
1480,4267,2025-09-06 19:45:43,1
985,3352,2024-01-21 19:45:43,3
2821,1070,2024-10-10 19:45:43,4
150,2432,2024-11-01 19:45:43,4
4639,3763,2024-11-10 19:45:43,5
4908,2464,2024-10-26 19:45:43,2
3982,1809,2024-01-08 19:45:43,3
109,3265,2025-03-05 19:45:43,1
1426,1161,2024-12-30 19:45:43,5
4208,463,2025-05-24 19:45:43,4
357,1852,2024-03-10 19:45:43,1
1002,1188,2023-10-24 19:45:43,1
1169,2153,2023-11-01 19:45:43,2
2175,1567,2024-08-04 19:45:43,1
1625,1391,2024-02-05 19:45:43,1
3395,1282,2025-05-11 19:45:43,3
4944,2942,2024-11-27 19:45:43,4
288,3785,2025-09-04 19:45:43,4
1945,909,2023-11-30 19:45:43,2
4191,3087,2025-07-11 19:45:43,3
3738,4999,2024-06-19 19:45:43,1
3535,314,2025-09-18 19:45:43,4
1125,2383,2024-01-31 19:45:43,4
4866,223,2025-04-18 19:45:43,2
2772,3410,2024-03-15 19:45:43,1
975,2375,2024-07-26 19:45:43,2
4772,3350,2025-03-05 19:45:43,1
4764,1233,2024-08-30 19:45:43,5
1728,2094,2023-12-24 19:45:43,3
1228,1107,2025-07-27 19:45:43,1
1950,800,2025-09-02 19:45:43,1
924,2388,2024-12-12 19:45:43,1
325,4985,2025-07-19 19:45:43,3
966,680,2024-09-25 19:45:43,5
3535,1353,2024-08-18 19:45:43,1
2715,1963,2024-07-01 19:45:43,4
4797,3225,2025-07-24 19:45:43,4
3127,188,2024-12-24 19:45:43,2
1947,3497,2025-07-17 19:45:43,4
2541,4649,2025-01-06 19:45:43,1
4096,3356,2025-02-20 19:45:43,5
1025,2054,2025-09-28 19:45:43,3
608,1470,2024-02-28 19:45:43,4
3944,705,2024-10-27 19:45:43,2
2793,275,2023-10-30 19:45:43,5
2172,3850,2024-09-18 19:45:43,2
10,4411,2024-03-14 19:45:43,4
4121,3654,2025-04-27 19:45:43,5
2031,2782,2025-02-23 19:45:43,4
2533,1074,2023-11-30 19:45:43,1
2605,869,2025-06-28 19:45:43,1
1658,332,2025-09-18 19:45:43,4
3346,4764,2025-05-14 19:45:43,1
4754,4429,2023-10-26 19:45:43,2
2447,897,2023-11-27 19:45:43,2
745,2091,2025-04-13 19:45:43,3
822,3347,2023-11-30 19:45:43,1
207,4901,2024-12-30 19:45:43,3
3061,996,2024-02-06 19:45:43,1
3010,1796,2024-06-28 19:45:43,1
4963,403,2024-10-23 19:45:43,5
1008,1438,2025-01-07 19:45:43,3
1128,2264,2025-09-19 19:45:43,2
4365,4823,2025-01-18 19:45:43,1
1824,2832,2023-12-14 19:45:43,5
4858,4455,2023-11-03 19:45:43,4
2286,1488,2024-01-21 19:45:43,5
953,1469,2024-02-06 19:45:43,1
2036,2657,2024-10-28 19:45:43,3
3033,1088,2025-04-24 19:45:43,4
4867,571,2024-03-02 19:45:43,3
715,4213,2024-05-01 19:45:43,1
4583,3294,2024-02-01 19:45:43,2
3087,3344,2025-03-08 19:45:43,4
1102,4200,2024-08-29 19:45:43,4
21,1477,2024-07-27 19:45:43,2
1888,2431,2025-05-10 19:45:43,2
280,2048,2025-01-26 19:45:43,5
1597,2421,2024-06-19 19:45:43,5
2611,381,2024-01-25 19:45:43,4
2285,1136,2024-10-01 19:45:43,2
665,3204,2024-01-11 19:45:43,5
467,1136,2025-01-27 19:45:43,4
2144,592,2025-03-25 19:45:43,5
2312,2993,2024-04-22 19:45:43,1
1695,1418,2025-02-20 19:45:43,2
1971,4129,2024-04-01 19:45:43,4
354,4191,2025-01-01 19:45:43,5
2440,138,2025-03-02 19:45:43,4
3509,1088,2024-12-22 19:45:43,1
1418,912,2025-10-16 19:45:43,4
4260,160,2024-10-17 19:45:43,2
4171,4266,2024-11-05 19:45:43,1
4499,4094,2024-09-14 19:45:43,1
3122,4657,2024-12-04 19:45:43,1
815,3435,2025-08-21 19:45:43,3
1114,516,2025-09-06 19:45:43,1
4516,1573,2025-04-01 19:45:43,3
215,1942,2025-09-11 19:45:43,3
2264,1484,2024-02-15 19:45:43,5
4932,3771,2024-05-18 19:45:43,4
3643,3135,2025-07-18 19:45:43,1
1158,2512,2024-04-17 19:45:43,5
735,1826,2024-11-06 19:45:43,2
1292,4129,2025-05-09 19:45:43,2
1429,4598,2024-05-30 19:45:43,2
965,1638,2024-09-09 19:45:43,1
271,3043,2024-05-03 19:45:43,5
4393,1699,2025-03-03 19:45:43,4
2459,2014,2023-11-02 19:45:43,4
3719,2787,2023-11-10 19:45:43,4
916,954,2025-01-26 19:45:43,1
131,2393,2025-08-30 19:45:43,3
38,1207,2023-12-24 19:45:43,1
3504,2916,2025-10-11 19:45:43,2
1041,3645,2024-08-18 19:45:43,5
2516,2741,2024-01-05 19:45:43,1
2870,2087,2024-07-24 19:45:43,5
4620,2457,2025-07-26 19:45:43,2
1838,4235,2024-10-14 19:45:43,3
1815,3340,2023-12-22 19:45:43,1
4106,2671,2024-05-09 19:45:43,3
4888,654,2024-07-16 19:45:43,1
3811,4681,2025-05-01 19:45:43,5
2880,4625,2025-03-04 19:45:43,3
517,1427,2024-11-16 19:45:43,2
2159,3244,2025-05-28 19:45:43,5
156,209,2024-09-17 19:45:43,5
4459,132,2025-06-08 19:45:43,1
4975,2627,2024-10-20 19:45:43,1
2509,1663,2024-12-28 19:45:43,2
1656,4807,2024-11-30 19:45:43,1
675,1867,2024-11-03 19:45:43,1
3815,1886,2024-07-28 19:45:43,4
3162,2912,2025-06-30 19:45:43,1
4185,2774,2024-10-27 19:45:43,1
768,3253,2025-08-02 19:45:43,3
3248,2907,2024-07-01 19:45:43,2
2376,4778,2025-02-26 19:45:43,5
4105,2561,2024-03-14 19:45:43,3
321,3700,2025-05-22 19:45:43,4
2905,2427,2024-08-19 19:45:43,3
2824,2711,2025-10-01 19:45:43,1
4527,2169,2024-08-28 19:45:43,2
4558,333,2025-10-06 19:45:43,5
142,2326,2025-06-21 19:45:43,2
777,275,2025-09-02 19:45:43,3
537,1655,2025-02-23 19:45:43,4
258,1933,2025-08-10 19:45:43,1
3100,832,2025-01-27 19:45:43,1
3000,4217,2025-04-30 19:45:43,5
4759,1924,2024-09-13 19:45:43,4
1416,2181,2024-01-03 19:45:43,4
1421,1595,2024-05-21 19:45:43,2
3674,429,2025-07-11 19:45:43,5
4668,4323,2024-09-17 19:45:43,4
1223,774,2025-09-30 19:45:43,5
1474,3866,2025-08-30 19:45:43,1
4703,2664,2024-10-06 19:45:43,2
4776,2484,2025-06-18 19:45:43,1
3732,4612,2025-01-20 19:45:43,3
1924,416,2025-01-16 19:45:43,4
3311,4133,2025-06-15 19:45:43,1
1046,1699,2025-05-09 19:45:43,1
543,1408,2024-08-14 19:45:43,2
2092,2783,2024-06-28 19:45:43,1
1988,1452,2025-09-13 19:45:43,3
1635,1864,2024-12-21 19:45:43,1
963,1453,2025-10-12 19:45:43,1
1201,492,2025-10-08 19:45:43,5
4429,4921,2025-09-04 19:45:43,2
1949,1827,2024-12-04 19:45:43,2
3990,2198,2025-08-25 19:45:43,1
4623,1808,2024-12-03 19:45:43,4
2730,1132,2025-03-25 19:45:43,1
2946,3502,2025-06-04 19:45:43,4
3124,418,2024-03-01 19:45:43,3
1277,2148,2024-09-26 19:45:43,2
4471,736,2024-02-17 19:45:43,2
4870,3901,2023-12-17 19:45:43,5
172,664,2025-08-04 19:45:43,4
1561,4217,2024-09-05 19:45:43,4
1718,2489,2024-10-20 19:45:43,4
1500,764,2025-08-13 19:45:43,4
4109,1273,2024-05-30 19:45:43,3
2804,3059,2025-07-22 19:45:43,2
4206,1084,2024-06-06 19:45:43,2
513,4105,2024-11-18 19:45:43,1
530,1449,2024-02-13 19:45:43,3
156,3087,2025-04-13 19:45:43,5
2387,793,2025-06-21 19:45:43,1
3674,4084,2025-01-29 19:45:43,5
939,4637,2025-04-22 19:45:43,2
2375,4641,2025-05-09 19:45:43,3
3574,3155,2025-08-24 19:45:43,4
2639,230,2024-05-21 19:45:43,4
888,2730,2024-12-07 19:45:43,4
1788,2941,2025-08-28 19:45:43,1
1804,4034,2024-06-14 19:45:43,2
3709,3466,2025-09-27 19:45:43,5
602,4522,2024-07-15 19:45:43,3
4663,199,2024-12-26 19:45:43,2
2105,2336,2025-06-22 19:45:43,4
4663,872,2024-07-02 19:45:43,4
2083,1154,2024-03-30 19:45:43,4
4030,4951,2025-02-25 19:45:43,1
3078,2883,2025-08-11 19:45:43,5
2043,1085,2024-02-03 19:45:43,4
760,4135,2025-01-05 19:45:43,4
3250,1374,2024-04-22 19:45:43,5
4076,1554,2025-02-19 19:45:43,2
1025,1288,2025-03-01 19:45:43,2
2826,1598,2024-03-20 19:45:43,1
4246,2984,2025-05-10 19:45:43,3
472,3641,2024-04-25 19:45:43,2
1864,3852,2024-06-17 19:45:43,3
4842,1823,2025-03-04 19:45:43,2
2390,4802,2025-01-01 19:45:43,3
1800,3296,2024-11-09 19:45:43,5
4576,1551,2024-01-12 19:45:43,2
1167,444,2025-03-17 19:45:43,4
3520,3570,2024-10-20 19:45:43,5
2556,3871,2024-12-30 19:45:43,3
3422,2353,2024-08-30 19:45:43,2
2981,3079,2025-10-13 19:45:43,4
2077,1427,2025-07-11 19:45:43,2
1508,2583,2025-02-23 19:45:43,1
2501,963,2025-09-09 19:45:43,4
1928,4992,2024-07-02 19:45:43,1
2024,202,2025-08-26 19:45:43,5
2957,570,2024-05-16 19:45:43,5
203,4727,2025-04-18 19:45:43,3
3844,800,2023-12-31 19:45:43,3
424,4971,2024-08-31 19:45:43,5
4896,4738,2024-10-12 19:45:43,2
4479,3941,2024-12-03 19:45:43,1
2463,4354,2025-02-04 19:45:43,4
4896,4028,2025-07-17 19:45:43,2
2737,3380,2025-02-14 19:45:43,2
3543,1302,2023-11-25 19:45:43,4
181,4987,2024-12-25 19:45:43,3
3081,2178,2024-11-11 19:45:43,1
4684,1421,2025-01-03 19:45:43,1
4122,3232,2025-05-31 19:45:43,1
1386,2669,2025-05-19 19:45:43,1
3391,1941,2024-10-19 19:45:43,5
2408,4135,2024-05-31 19:45:43,5
3054,1985,2024-02-02 19:45:43,4
1658,405,2024-01-30 19:45:43,5
3664,4695,2024-03-12 19:45:43,3
1994,173,2025-04-06 19:45:43,4
3157,4657,2025-08-13 19:45:43,5
1360,3151,2025-02-01 19:45:43,2
398,1062,2024-02-07 19:45:43,3
1324,109,2024-09-17 19:45:43,2
1196,2673,2024-05-01 19:45:43,3
1758,237,2024-06-19 19:45:43,2
51,2997,2024-01-09 19:45:43,1
2552,3566,2024-12-15 19:45:43,3
2522,324,2024-12-27 19:45:43,1
1094,128,2024-06-17 19:45:43,3
4763,1981,2024-06-13 19:45:43,2
4784,1319,2024-07-20 19:45:43,3
728,2073,2024-01-14 19:45:43,3
464,3464,2024-03-29 19:45:43,5
3705,1021,2023-12-22 19:45:43,1
4797,3287,2024-11-10 19:45:43,5
4082,3226,2023-12-16 19:45:43,2
4713,499,2025-03-04 19:45:43,5
2910,1117,2024-12-12 19:45:43,3
11,2002,2024-12-07 19:45:43,3
2493,3753,2024-02-10 19:45:43,1
4812,762,2025-06-08 19:45:43,3
2532,568,2023-11-22 19:45:43,2
3618,256,2024-12-21 19:45:43,2
1072,161,2023-12-21 19:45:43,3
4760,2830,2023-12-03 19:45:43,3
1747,1352,2025-06-08 19:45:43,3
145,2197,2025-02-03 19:45:43,2
4696,1673,2025-02-03 19:45:43,5
3565,3102,2025-06-28 19:45:43,1
124,2753,2025-07-14 19:45:43,1
3785,2794,2024-09-27 19:45:43,3
3614,3330,2025-03-29 19:45:43,4
3974,3470,2025-03-11 19:45:43,1
949,2054,2024-09-10 19:45:43,4
850,3483,2025-08-02 19:45:43,3
1955,273,2025-06-28 19:45:43,4
3176,4127,2023-11-20 19:45:43,2
2725,3238,2025-04-05 19:45:43,1
1240,2817,2025-01-24 19:45:43,3
2623,2366,2024-01-01 19:45:43,1
4324,721,2025-09-01 19:45:43,5
3985,4464,2024-06-04 19:45:43,1
2886,5,2025-08-14 19:45:43,2
4119,302,2025-03-06 19:45:43,1
1672,381,2024-03-18 19:45:43,2
3679,3647,2024-04-27 19:45:43,4
1184,4248,2025-05-11 19:45:43,1
3739,2851,2024-02-26 19:45:43,4
4691,4551,2025-06-24 19:45:43,3
2720,826,2025-03-23 19:45:43,3
556,208,2024-10-09 19:45:43,2
1251,4697,2023-12-21 19:45:43,5
749,1301,2023-12-16 19:45:43,3
1017,2530,2025-07-09 19:45:43,2
4585,2666,2024-01-30 19:45:43,4
4614,1848,2025-10-14 19:45:43,4
4319,3714,2025-02-16 19:45:43,5
2982,3426,2025-10-11 19:45:43,1
552,4697,2025-02-02 19:45:43,3
2128,2395,2024-07-31 19:45:43,1
1219,2949,2025-09-07 19:45:43,3
4999,2123,2024-04-11 19:45:43,2
987,4593,2024-03-03 19:45:43,1
1726,229,2025-02-24 19:45:43,4
2386,4290,2025-05-16 19:45:43,1
3874,2557,2024-06-13 19:45:43,1
2194,2117,2025-06-06 19:45:43,2
2665,1390,2025-04-02 19:45:43,3
2652,3172,2024-09-11 19:45:43,2
4134,2982,2024-07-28 19:45:43,4
1130,3283,2024-08-01 19:45:43,2
357,209,2025-03-08 19:45:43,5
2083,1100,2023-11-30 19:45:43,4
2771,643,2025-08-02 19:45:43,4
5000,1511,2025-03-15 19:45:43,5
1098,2997,2024-05-10 19:45:43,4
3240,1201,2025-01-11 19:45:43,4
4795,1912,2025-07-24 19:45:43,3
773,553,2023-11-01 19:45:43,2
658,4174,2025-03-13 19:45:43,4
1079,2768,2025-02-05 19:45:43,1
2368,1950,2024-09-25 19:45:43,3
1587,2508,2024-02-03 19:45:43,1
3132,2521,2024-03-19 19:45:43,5
761,2486,2024-01-24 19:45:43,3
2783,4689,2024-02-17 19:45:43,3
4835,947,2024-06-21 19:45:43,4
889,3122,2025-08-27 19:45:43,4
818,1765,2025-07-17 19:45:43,1
1315,2808,2025-07-09 19:45:43,4
2257,2930,2024-03-16 19:45:43,4
2525,127,2024-03-21 19:45:43,2
286,1308,2024-07-10 19:45:43,5
2479,1505,2025-06-26 19:45:43,1
380,2646,2024-09-18 19:45:43,4
2604,3261,2024-09-04 19:45:43,4
4707,2888,2025-08-02 19:45:43,4
1355,3255,2025-03-21 19:45:43,3
1850,931,2024-08-28 19:45:43,4
3854,4035,2024-12-18 19:45:43,2
1338,3979,2024-02-24 19:45:43,5
4978,3678,2024-11-25 19:45:43,5
2158,2451,2024-10-07 19:45:43,5
2390,1991,2024-07-12 19:45:43,3
4039,134,2024-02-27 19:45:43,3
429,4801,2024-05-05 19:45:43,2
2054,3347,2025-02-09 19:45:43,5
2911,4443,2024-05-11 19:45:43,4
2327,908,2025-09-09 19:45:43,3
4352,909,2024-06-15 19:45:43,4
1594,1293,2023-11-18 19:45:43,4
771,4127,2024-08-18 19:45:43,4
16,551,2025-03-31 19:45:43,4
4292,2720,2024-02-16 19:45:43,5
3649,1857,2024-12-04 19:45:43,2
742,1699,2025-10-10 19:45:43,1
960,1388,2024-08-01 19:45:43,1
3527,384,2025-05-05 19:45:43,5
1915,3384,2024-10-25 19:45:43,1
4891,3338,2024-12-29 19:45:43,5
27,90,2025-04-08 19:45:43,4
2347,1708,2025-02-04 19:45:43,3
3028,476,2023-11-26 19:45:43,4
1673,1575,2024-04-09 19:45:43,2
2762,2781,2024-06-14 19:45:43,1
2777,4569,2024-11-21 19:45:43,3
4790,2750,2025-05-12 19:45:43,1
1351,48,2025-01-10 19:45:43,2
919,4408,2024-04-29 19:45:43,4
2885,3599,2025-08-17 19:45:43,5
4542,4376,2024-05-31 19:45:43,4
4269,3811,2024-08-08 19:45:43,5
1726,2129,2024-07-22 19:45:43,2
1675,2318,2024-11-14 19:45:43,1
3868,2350,2023-11-18 19:45:43,2
3107,1366,2025-09-12 19:45:43,1
2259,4577,2024-10-01 19:45:43,3
1090,4335,2024-05-15 19:45:43,3
3233,23,2025-10-20 19:45:43,5
3446,1665,2024-05-17 19:45:43,2
930,2173,2024-09-16 19:45:43,3
2578,1687,2024-08-23 19:45:43,4
2019,1158,2024-06-08 19:45:43,2
3349,593,2024-07-03 19:45:43,2
3906,3054,2025-08-24 19:45:43,2
3741,2781,2024-07-14 19:45:43,1
3869,2703,2024-07-20 19:45:43,4
594,4057,2024-02-04 19:45:43,2
3583,4822,2024-06-17 19:45:43,5
4357,3026,2024-03-04 19:45:43,2
4302,1140,2024-07-26 19:45:43,3
880,2491,2024-02-06 19:45:43,4
1356,4632,2024-10-09 19:45:43,2
4413,2244,2024-02-26 19:45:43,3
4048,3675,2025-02-10 19:45:43,2
2137,391,2025-02-20 19:45:43,3
2272,637,2024-07-27 19:45:43,1
2841,3132,2024-04-13 19:45:43,2
924,493,2025-07-12 19:45:43,5
3630,835,2025-02-03 19:45:43,4
107,4747,2024-08-10 19:45:43,4
2695,1439,2024-10-29 19:45:43,2
2011,1632,2025-05-04 19:45:43,5
2954,1775,2024-07-26 19:45:43,4
4202,2694,2025-05-02 19:45:43,4
3833,3632,2025-07-06 19:45:43,3
4438,2716,2024-11-06 19:45:43,1
2432,2523,2025-09-28 19:45:43,5
3566,4757,2025-06-20 19:45:43,5
3554,734,2025-06-25 19:45:43,2
3708,984,2024-02-27 19:45:43,2
2429,242,2025-05-26 19:45:43,4
3650,3545,2025-01-11 19:45:43,3
1084,3794,2025-03-04 19:45:43,2
1512,1055,2024-09-04 19:45:43,4
2102,1668,2024-06-23 19:45:43,1
3598,1571,2023-10-29 19:45:43,5
4616,4755,2024-10-16 19:45:43,1
191,721,2024-08-29 19:45:43,5
3208,2967,2024-11-26 19:45:43,4
1522,509,2024-05-16 19:45:43,4
1094,1782,2025-05-16 19:45:43,5
3972,4517,2023-12-16 19:45:43,5
1019,372,2025-09-28 19:45:43,5
4483,3711,2024-09-06 19:45:43,1
2506,287,2025-08-25 19:45:43,5
1908,2715,2024-07-04 19:45:43,3
2852,1386,2025-01-07 19:45:43,5
3700,2901,2024-11-25 19:45:43,1
3927,751,2024-01-06 19:45:43,1
611,3948,2024-02-27 19:45:43,1
2502,215,2024-05-12 19:45:43,4
1619,4870,2024-03-17 19:45:43,2
453,1693,2024-08-15 19:45:43,3
3700,1905,2024-07-30 19:45:43,3
3346,2620,2025-06-06 19:45:43,2
2320,3935,2024-07-07 19:45:43,3
2969,4144,2024-04-21 19:45:43,5
593,3375,2025-05-29 19:45:43,2
916,62,2024-02-10 19:45:43,1
3041,3830,2025-01-10 19:45:43,5
1227,3309,2025-07-29 19:45:43,4
1963,2529,2025-02-14 19:45:43,1
4748,2887,2025-07-18 19:45:43,4
4598,4388,2023-10-21 19:45:43,1
4637,3713,2024-03-01 19:45:43,2
666,665,2024-08-07 19:45:43,3
1418,2360,2025-03-16 19:45:43,1
2368,59,2024-10-14 19:45:43,5
894,1257,2025-07-01 19:45:43,1
2802,2905,2025-07-04 19:45:43,2
825,4916,2025-06-07 19:45:43,3
3222,3207,2024-08-04 19:45:43,5
2133,4693,2025-05-13 19:45:43,3
2404,1086,2025-02-03 19:45:43,1
4934,4723,2024-01-01 19:45:43,1
3119,3444,2024-07-25 19:45:43,1
1013,275,2025-02-08 19:45:43,5
2923,4494,2025-04-11 19:45:43,2
2333,2855,2024-01-02 19:45:43,1
798,4301,2025-04-29 19:45:43,5
1356,983,2025-09-07 19:45:43,5
453,2648,2025-02-07 19:45:43,5
308,2170,2024-09-25 19:45:43,4
3498,3436,2025-06-11 19:45:43,2
1786,131,2023-12-20 19:45:43,1
3358,2801,2023-11-23 19:45:43,5
