pid,clicks,visit_time,purchases,cat1,cat2
413,78022,390113,7802,Office,Laptop Accessories
414,47702,238512,4770,Food,Frozen Veggie Snacks
415,58683,293417,5868,Storage,Storage Devices
416,72670,363352,7267,Kitchen,Food Storage Solutions
417,67643,338218,6764,Food,Frozen Fruits
418,88460,442302,8846,Food,Gourmet Salads
419,49878,249394,4987,Outdoor,Camping Equipment
420,81323,406617,8132,Food,Desserts
421,22464,112324,2246,Food,Prepared Poultry
422,714,3571,71,Kitchen,Small Appliances
423,66729,333646,6672,Outdoor,Grills and Smokers
424,32966,164832,3296,Footwear,Outdoor Footwear
425,31223,156118,3122,Food,Healthy Breakfast Options
426,38884,194424,3888,Food,Seasoned Grains
427,2751,13756,275,Pets,Dog Toys
428,58586,292932,5858,Food,Plant-Based Proteins
429,98915,494576,9891,Photography,Lighting Equipment
430,8702,43511,870,Garden,Garden Tools
431,6647,33237,664,Kitchen,Small Appliances
432,22021,110107,2202,Kitchen,Cooking Appliances
433,85952,429762,8595,Food,Sauces
434,2910,14552,291,Food,Savory Snacks
435,36675,183377,3667,Kitchen,Kitchen Gadgets
436,52232,261163,5223,Outdoor,Outdoor Accessories
437,93614,468070,9361,Food,Dressing
438,17469,87345,1746,Pets,Grooming Supplies
439,77895,389478,7789,Kitchen,Cooking Tools & Utensils
440,35867,179339,3586,Food,Frozen Pizza
441,61550,307753,6155,Food,Natural Beverages
442,82955,414778,8295,Food,Sauces & Condiments
443,24989,124948,2498,Food,Desserts
444,15171,75858,1517,Food,Meat Alternatives
445,87870,439352,8787,Clothing,Activewear Bras
446,96596,482983,9659,Food,Breads
447,95807,479038,9580,Food,Salsas and Dips
448,42137,210687,4213,Health,Health Devices
449,6455,32276,645,Clothing,Tank Tops
450,22636,113182,2263,Home,Seasonal Home Decor
451,93057,465285,9305,Food,Baking Ingredients
452,61273,306365,6127,Fitness,Hydration Gear
453,84574,422872,8457,Food,Vegetarian Salads
454,90422,452114,9042,Garden,Gardening Accessories
455,1730,8650,173,Office,Office Supplies
456,1616,8082,161,Storage,Storage Devices
457,50039,250196,5003,Pets,Pet Accessories
458,34593,172965,3459,Toys,Art Supplies
459,15599,77998,1559,Food,Canned Legumes
460,85114,425574,8511,Food,Prepared Poultry
461,27945,139729,2794,Food,Dairy Alternatives
462,23070,115353,2307,Audio,Earbuds
463,53226,266130,5322,Toys,Pretend Play Toys
464,56391,281959,5639,Photography,Lighting Equipment
465,59511,297555,5951,Food,Juice
466,3735,18679,373,Home,Decorative Wall Art & Accessories
467,74083,370417,7408,Kitchen,Kitchen Storage & Organization
468,13736,68682,1373,Home,Decorative Wall Art & Accessories
469,25431,127159,2543,Clothing,Athletic Footwear
470,12827,64136,1282,Fitness,Hydration Gear
471,93935,469675,9393,Health,Aromatherapy & Wellness
472,41909,209549,4190,Food,Apples
473,15129,75647,1512,Home,Kitchen Accessories
474,2930,14654,293,Kitchen,Food Preparation Tools
475,69118,345594,6911,Home,Home Fragrance & Accessories
476,31482,157410,3148,Food,Processed Meats
477,61523,307619,6152,Food,Healthy Meals
478,50374,251873,5037,Food,Baking Ingredients
479,8202,41010,820,Home,Decorative Wall Art & Accessories
480,42258,211294,4225,Food,Cookies
481,33389,166949,3338,Food,Baking Ingredients
482,34179,170895,3417,Travel,Travel Accessories
483,9768,48844,976,Food,Frozen Meals
484,5165,25829,516,Food,Granola
485,38892,194463,3889,Bicycles,Bicycles
486,21444,107222,2144,Food,Healthy Salads
487,79643,398219,7964,Fitness,Nutritional Supplements
488,1959,9798,195,Food,Flours & Meals
489,12860,64300,1286,Food,Healthy Snacks
490,57595,287978,5759,Food,Savory Snacks
491,76898,384492,7689,Fitness,Fitness Equipment
492,35429,177148,3542,Travel,Travel Accessories
493,17648,88242,1764,Books,Cookbooks & Nutrition
494,53974,269871,5397,Food,Healthy Snacks
495,5743,28716,574,Food,Mustards
496,6649,33249,664,Food,Oils
497,37719,188598,3771,Food,Yogurt
498,77879,389397,7787,Home,Air Quality & Purification
499,11451,57259,1145,Food,Soups & Broths
500,39948,199742,3994,Outdoor,Camping Equipment
501,45853,229266,4585,Sports,Golf
502,43912,219564,4391,Pets,Cat Furniture
503,87759,438799,8775,Automotive,Phone Accessories
504,33080,165401,3308,Kitchen,Baking Accessories
505,33907,169539,3390,Food,Vegetables
506,29581,147907,2958,Food,Frozen Meals
507,95543,477716,9554,Food,Fruit Spreads
508,98176,490880,9817,Kitchen,Food Storage & Organization
509,19494,97470,1949,Toys,Outdoor Play Toys
510,7034,35173,703,Kitchen,Cutting Boards & Utensils
511,27636,138182,2763,Food,Nut-Based Snacks
512,12094,60472,1209,Food,Frozen Fruits
513,41366,206832,4136,Bathroom,Shower Accessories
514,52832,264163,5283,Food,Rice
515,13659,68295,1365,Outdoor,Outdoor Accessories
516,26543,132717,2654,Clothing,Sports Apparel
517,34676,173381,3467,Home,Kitchen Accessories
518,55936,279684,5593,Kitchen,Coffee Accessories
519,43721,218608,4372,Automotive,Phone Accessories
520,21522,107611,2152,Food,Sparkling Beverages
521,1068,5340,106,Toys,Outdoor Play Toys
522,91618,458090,9161,Food,Herbs and Spices
523,84145,420729,8414,Office,Lighting
524,80431,402159,8043,Food,Soups
525,34389,171949,3438,Home,Home Fragrance & Accessories
526,89314,446571,8931,Outdoor,Fishing Equipment
527,17394,86972,1739,Travel,Luggage and Bags
528,77156,385784,7715,Kitchen,Cooking Appliances
529,3198,15993,319,Food,Wraps and Flatbreads
530,98615,493078,9861,Food,Baking Ingredients
531,17475,87377,1747,Office,Office Accessories
532,9498,47491,949,Food,Health Drinks
533,13347,66738,1334,Food,Prepared Poultry
534,96874,484373,9687,Toys,Board Games
535,14236,71180,1423,Food,Sauces
536,6492,32463,649,Food,Sauces & Condiments
537,3138,15690,313,Bicycles,Accessories
538,31607,158038,3160,Food,Apples
539,44831,224159,4483,Kitchen,Cooking Tools & Utensils
540,71978,359891,7197,Food,Deli Meats
541,19241,96207,1924,Automotive,Automotive Tools
542,224,1122,22,Toys,Creative Arts & Crafts
543,96238,481194,9623,Home,Home Fragrance & Accessories
544,49722,248610,4972,Food,Breads
545,93517,467589,9351,Food,Frozen Fruits
546,12900,64504,1290,Food,Baking Ingredients
547,20048,100243,2004,Electronics,Solar Power Accessories
548,46210,231052,4621,Food,Fruit Spreads
549,76112,380564,7611,Food,Frozen Appetizers
550,29339,146699,2933,Food,Bean Salads
551,68074,340374,6807,Fitness,Wearable Technology
552,24473,122368,2447,Pets,Dog Toys
553,76470,382351,7647,Food,Frozen Desserts
554,66227,331136,6622,Toys,Art Supplies
555,96849,484248,9684,Kitchen,Baking Accessories
556,69387,346939,6938,Food,Prepared Salads
557,38380,191902,3838,Accessories,Eyewear
558,86147,430736,8614,Fitness,Health Monitoring Devices
559,98879,494396,9887,Food,Meal Kits - Pasta
560,17888,89441,1788,Food,Gluten-Free Desserts
561,48374,241872,4837,Food,Baking Ingredients
562,57927,289638,5792,Outdoor,Camping Equipment
563,9403,47017,940,Electronics,Solar Power Accessories
564,49718,248594,4971,Beauty,Nail Care
565,79122,395611,7912,Food,Canned Soups
566,131,659,13,Kitchen,Cooking Appliances
567,86079,430397,8607,Home,Eco-Friendly Home Products
568,90373,451869,9037,Food,Healthy Breakfast Options
569,65555,327778,6555,Health,Sleep & Relaxation
570,15325,76629,1532,Pets,Pet Safety Gear
571,10386,51933,1038,Home,Home Organization
572,61048,305241,6104,Food,Pork
573,6039,30196,603,Fitness,Yoga Equipment
574,11844,59224,1184,Food,Breads
575,94876,474384,9487,Pets,Grooming Supplies
576,23265,116326,2326,Footwear,Home Footwear
577,32840,164203,3284,Food,Coconut Products
578,87256,436282,8725,Kitchen,Kitchen Storage & Organization
579,62322,311610,6232,Food,Meal Kits
580,12733,63666,1273,Home,Home Organization
581,91841,459206,9184,Food,Sauces & Condiments
582,74254,371270,7425,Toys,Educational Toys
583,46148,230740,4614,Fitness,Hydration Gear
584,40299,201498,4029,Food,Smoothies
585,54479,272396,5447,Electronics,Computer Accessories
586,40803,204018,4080,Clothing,Scarves
587,18662,93312,1866,Food,Frozen Smoothies
588,57450,287254,5745,Accessories,Jewelry Storage
589,52426,262134,5242,Accessories,Jewelry Storage
590,8274,41373,827,Photography,Marine Photography Equipment
591,56309,281549,5630,Food,Sweet Snacks
592,14866,74333,1486,Outdoor,Camping Equipment
593,78886,394430,7888,Garden,Gardening Accessories
594,19511,97559,1951,Accessories,Wine Accessories
595,90011,450058,9001,Pets,Grooming Supplies
596,26351,131759,2635,Pets,Cat Care
597,96912,484562,9691,Pets,Pet Accessories
598,68663,343319,6866,Home,Decorative Wall Art & Accessories
599,73242,366212,7324,Tools,Power Tools
600,87273,436365,8727,Kitchen,Baking Accessories
601,12255,61279,1225,Electronics,Cleaning Supplies
602,78086,390430,7808,Home,Bedding & Linens
603,60180,300900,6018,Food,Frozen Pizza
604,63097,315485,6309,Clothing,Bottoms
605,16778,83891,1677,Food,Prepared Meals
