pid,clicks,visit_time,purchases,cat1,cat2
267,18565,92825,1856,Art Supplies,Tattoo Supplies
268,54733,273665,5473,Art Supplies,Tattoo Supplies
269,24199,120998,2419,Art Supplies,Tattoo Supplies
270,62981,314909,6298,Audio,Audio Accessories
271,84446,422232,8444,Audio,Audio Accessories
272,87901,439509,8790,Audio,Audio Accessories
273,78519,392597,7851,Audio,Audio Accessories
274,27854,139271,2785,Audio,Audio Accessories
275,95917,479587,9591,Audio,Audio Accessories
276,34266,171333,3426,Audio,Audio Accessories
277,94208,471041,9420,Audio,Audio Accessories
278,44783,223915,4478,Audio,Audio Accessories
279,83215,416075,8321,Audio,Audio Accessories
280,9593,47966,959,Audio,Earbuds
281,69315,346579,6931,Audio,Earbuds
282,59570,297853,5957,Audio,Earbuds
283,83393,416966,8339,Audio,Earbuds
284,34031,170155,3403,Audio,Earbuds
285,23561,117809,2356,Audio,Earbuds
286,15217,76086,1521,Audio,Earbuds
287,48578,242893,4857,Audio,Earbuds
288,61192,305960,6119,Audio,Headphones
289,68903,344519,6890,Audio,Headphones
290,1330,6651,133,Audio,Headphones
291,71618,358094,7161,Audio,Headphones
292,35239,176196,3523,Audio,Headphones
293,95214,476073,9521,Audio,Headphones
294,48044,240224,4804,Audio,Headphones
295,3054,15273,305,Audio,Headphones
296,82279,411399,8227,Audio,Headphones
297,98686,493430,9868,Audio,Headphones
298,78884,394423,7888,Audio,Headphones
299,53756,268784,5375,Audio,Headphones
300,37076,185380,3707,Audio,Headphones
301,48480,242400,4848,Audio,Headphones
302,8868,44341,886,Audio,Headphones & Earbuds
303,72552,362761,7255,Audio,Headphones & Earbuds
304,47636,238180,4763,Audio,Headphones & Earbuds
305,17757,88786,1775,Audio,Headphones & Earbuds
306,72163,360817,7216,Audio,Headphones & Earbuds
307,16198,80992,1619,Audio,Headphones & Earbuds
308,44467,222336,4446,Audio,Headphones & Earbuds
309,89946,449730,8994,Audio,Headphones & Earbuds
310,62410,312052,6241,Audio,Headphones & Earbuds
311,79028,395141,7902,Audio,Karaoke Equipment
312,84671,423357,8467,Audio,Karaoke Equipment
313,41618,208091,4161,Audio,Karaoke Equipment
314,18373,91865,1837,Audio,Karaoke Equipment
315,16426,82133,1642,Audio,Karaoke Equipment
316,91566,457833,9156,Audio,Karaoke Equipment
317,59326,296633,5932,Audio,Karaoke Equipment
318,58068,290343,5806,Audio,Portable Speakers
319,42354,211774,4235,Audio,Portable Speakers
320,57156,285780,5715,Audio,Portable Speakers
321,6669,33348,666,Audio,Portable Speakers
322,28081,140406,2808,Audio,Portable Speakers
323,83736,418681,8373,Audio,Portable Speakers
324,78568,392844,7856,Audio,Portable Speakers
325,17706,88531,1770,Audio,Portable Speakers
326,76206,381033,7620,Audio,Portable Speakers
327,80924,404620,8092,Audio,Portable Speakers
328,58401,292009,5840,Audio,Portable Speakers
329,16201,81009,1620,Audio,Portable Speakers
330,48952,244764,4895,Audio,Portable Speakers
331,86984,434922,8698,Audio,Portable Speakers
332,57265,286328,5726,Audio,Portable Speakers
333,15568,77842,1556,Audio,Sleep Aids
334,95665,478325,9566,Audio,Sleep Aids
335,64938,324692,6493,Audio,Smart Speakers
336,43303,216518,4330,Audio,Smart Speakers
337,96891,484456,9689,Audio,Smart Speakers
338,95489,477445,9548,Audio,Smart Speakers
339,27645,138228,2764,Audio,Smart Speakers
340,33733,168667,3373,Audio,Smart Speakers
341,34111,170557,3411,Audio,Smart Speakers
342,71847,359236,7184,Audio,Smart Speakers
343,89935,449679,8993,Audio,Smart Speakers
344,6866,34333,686,Audio,Smart Speakers
345,95664,478324,9566,Audio,Wireless Audio Accessories
346,59419,297096,5941,Audio,Wireless Audio Accessories
347,33560,167800,3356,Audio,Wireless Audio Accessories
348,15906,79534,1590,Audio,Wireless Audio Accessories
349,74181,370909,7418,Audio,Wireless Audio Accessories
350,59482,297412,5948,Audio,Wireless Audio Accessories
351,99937,499686,9993,Audio,Wireless Audio Accessories
352,44908,224540,4490,Audio,Wireless Audio Accessories
353,30097,150488,3009,Audio,Wireless Audio Accessories
354,6910,34554,691,Audio,Wireless Audio Accessories
355,34006,170030,3400,Audio,Wireless Audio Accessories
356,21728,108643,2172,Audio,Wireless Audio Accessories
357,92736,463682,9273,Audio,Wireless Audio Accessories
358,34307,171535,3430,Audio,Wireless Audio Accessories
359,68245,341227,6824,Audio,Wireless Audio Accessories
360,95234,476172,9523,Audio,Wireless Audio Accessories
361,13757,68787,1375,Audio,Wireless Audio Accessories
362,51302,256513,5130,Audio,Wireless Audio Accessories
363,19503,97519,1950,Audio,Wireless Audio Accessories
364,59277,296388,5927,Audio,Wireless Audio Accessories
365,67115,335577,6711,Audio,Wireless Audio Accessories
366,99815,499077,9981,Audio,Wireless Audio Accessories
367,26589,132946,2658,Audio,Wireless Speakers
368,30167,150839,3016,Audio,Wireless Speakers
369,81222,406110,8122,Audio,Wireless Speakers
370,88930,444654,8893,Audio,Wireless Speakers
371,34054,170272,3405,Audio,Wireless Speakers
372,50823,254119,5082,Audio,Wireless Speakers
373,54259,271298,5425,Audio,Wireless Speakers
374,84184,420923,8418,Automotive,Automotive Accessories
375,70232,351161,7023,Automotive,Automotive Accessories
376,64480,322400,6448,Automotive,Automotive Accessories
377,61654,308270,6165,Automotive,Automotive Accessories
378,25960,129802,2596,Automotive,Automotive Accessories
379,50528,252641,5052,Automotive,Automotive Accessories
380,66585,332929,6658,Automotive,Automotive Accessories
381,88923,444615,8892,Automotive,Automotive Accessories
382,90798,453993,9079,Automotive,Automotive Accessories
383,42769,213845,4276,Automotive,Automotive Accessories
384,44916,224581,4491,Automotive,Automotive Accessories
385,80341,401707,8034,Automotive,Automotive Accessories
386,90601,453005,9060,Automotive,Automotive Accessories
387,71065,355325,7106,Automotive,Automotive Accessories
388,60810,304051,6081,Automotive,Automotive Accessories
389,970,4852,97,Automotive,Automotive Accessories
390,21533,107666,2153,Automotive,Automotive Accessories
391,76757,383788,7675,Automotive,Automotive Accessories
392,59232,296161,5923,Automotive,Automotive Accessories
393,57642,288213,5764,Automotive,Automotive Accessories
394,69134,345672,6913,Automotive,Automotive Accessories
395,89097,445485,8909,Automotive,Automotive Accessories
396,33748,168740,3374,Automotive,Automotive Accessories
397,93381,466908,9338,Automotive,Automotive Accessories
398,16082,80414,1608,Automotive,Automotive Accessories
399,60087,300439,6008,Automotive,Automotive Accessories
400,56680,283402,5668,Automotive,Automotive Accessories
401,6336,31681,633,Automotive,Automotive Accessories
402,71175,355878,7117,Automotive,Automotive Accessories
403,10126,50631,1012,Automotive,Automotive Accessories
404,9849,49248,984,Automotive,Automotive Accessories
405,88218,441091,8821,Automotive,Automotive Accessories
406,54111,270558,5411,Automotive,Automotive Accessories
407,59060,295300,5906,Automotive,Automotive Accessories
408,7146,35730,714,Automotive,Automotive Accessories
409,71488,357441,7148,Automotive,Automotive Tools
410,7563,37819,756,Automotive,Automotive Tools
411,12634,63174,1263,Automotive,Automotive Tools
412,55268,276343,5526,Automotive,Automotive Tools
413,78022,390113,7802,Automotive,Automotive Tools
414,47702,238512,4770,Automotive,Automotive Tools
415,58683,293417,5868,Automotive,Automotive Tools
416,72670,363352,7267,Automotive,Automotive Tools
417,67643,338218,6764,Automotive,Car Cleaning
418,88460,442302,8846,Automotive,Car Cleaning
419,49878,249394,4987,Automotive,Car Cleaning
420,81323,406617,8132,Automotive,Car Cleaning
421,22464,112324,2246,Automotive,Car Cleaning
422,714,3571,71,Automotive,Car Cleaning
423,66729,333646,6672,Automotive,Car Cleaning
424,32966,164832,3296,Automotive,Car Cleaning
425,31223,156118,3122,Automotive,Car Interior Accessories
426,38884,194424,3888,Automotive,Car Interior Accessories
427,2751,13756,275,Automotive,Car Interior Accessories
428,58586,292932,5858,Automotive,Car Interior Accessories
429,98915,494576,9891,Automotive,Car Interior Accessories
430,8702,43511,870,Automotive,Car Interior Accessories
431,6647,33237,664,Automotive,Motorcycle Accessories
432,22021,110107,2202,Automotive,Motorcycle Accessories
433,85952,429762,8595,Automotive,Motorcycle Accessories
434,2910,14552,291,Automotive,Motorcycle Accessories
435,36675,183377,3667,Automotive,Motorcycle Accessories
436,52232,261163,5223,Automotive,Motorcycle Accessories
437,93614,468070,9361,Automotive,Phone Accessories
438,17469,87345,1746,Automotive,Phone Accessories
439,77895,389478,7789,Automotive,Phone Accessories
440,35867,179339,3586,Automotive,Phone Accessories
441,61550,307753,6155,Automotive,Phone Accessories
442,82955,414778,8295,Automotive,Phone Accessories
443,24989,124948,2498,Automotive,Phone Accessories
444,15171,75858,1517,Automotive,Phone Accessories
445,87870,439352,8787,Automotive,Phone Accessories
446,96596,482983,9659,Automotive,Phone Accessories
447,95807,479038,9580,Automotive,Phone Accessories
448,42137,210687,4213,Automotive,Phone Accessories
449,6455,32276,645,Automotive,Phone Accessories
450,22636,113182,2263,Automotive,Phone Accessories
451,93057,465285,9305,Automotive,Phone Accessories
452,61273,306365,6127,Automotive,Phone Accessories
453,84574,422872,8457,Automotive,Phone Accessories
454,90422,452114,9042,Automotive,Phone Accessories
455,1730,8650,173,Automotive,Phone Accessories
456,1616,8082,161,Automotive,Phone Accessories
457,50039,250196,5003,Automotive,Phone Accessories
458,34593,172965,3459,Automotive,Phone Accessories
459,15599,77998,1559,Automotive,Phone Accessories
460,85114,425574,8511,Automotive,Phone Accessories
461,27945,139729,2794,Automotive,Phone Accessories
462,23070,115353,2307,Automotive,Phone Accessories
463,53226,266130,5322,Automotive,Safety and Emergency Supplies
464,56391,281959,5639,Automotive,Safety and Emergency Supplies
465,59511,297555,5951,Automotive,Safety and Emergency Supplies
466,3735,18679,373,Automotive,Safety and Emergency Supplies
467,74083,370417,7408,Automotive,Safety and Emergency Supplies
468,13736,68682,1373,Automotive,Safety and Emergency Supplies
469,25431,127159,2543,Automotive,Safety and Emergency Supplies
470,12827,64136,1282,Automotive,Safety and Emergency Supplies
471,93935,469675,9393,Automotive,Safety and Emergency Supplies
472,41909,209549,4190,Automotive,Safety and Emergency Supplies
473,15129,75647,1512,Automotive,Safety and Emergency Supplies
474,2930,14654,293,Automotive,Safety and Emergency Supplies
475,69118,345594,6911,Baby,Feeding Accessories
476,31482,157410,3148,Baby,Feeding Accessories
477,61523,307619,6152,Baby,Safety Equipment
478,50374,251873,5037,Baby,Safety Equipment
479,8202,41010,820,Baby,Safety Equipment
480,42258,211294,4225,Baby,Safety Equipment
481,33389,166949,3338,Baby,Safety Equipment
482,34179,170895,3417,Baby,Safety Equipment
483,9768,48844,976,Baby,Safety Equipment
484,5165,25829,516,Baby,Safety Equipment
485,38892,194463,3889,Baby,Safety Equipment
486,21444,107222,2144,Baby,Safety Equipment
487,79643,398219,7964,Baby,Safety Equipment
488,1959,9798,195,Baby,Safety Equipment
489,12860,64300,1286,Baby,Safety Equipment
490,57595,287978,5759,Baby,Safety Equipment
491,76898,384492,7689,Bathroom,Shower Accessories
492,35429,177148,3542,Bathroom,Shower Accessories
493,17648,88242,1764,Bathroom,Shower Accessories
494,53974,269871,5397,Bathroom,Shower Accessories
495,5743,28716,574,Bathroom,Shower Accessories
496,6649,33249,664,Bathroom,Shower Accessories
497,37719,188598,3771,Bathroom,Shower Accessories
498,77879,389397,7787,Bathroom,Shower Accessories
499,11451,57259,1145,Bathroom,Shower Accessories
500,39948,199742,3994,Bathroom,Shower Accessories
501,45853,229266,4585,Bathroom,Shower Accessories
502,43912,219564,4391,Bathroom,Shower Accessories
503,87759,438799,8775,Bathroom,Shower Accessories
504,33080,165401,3308,Bathroom,Shower Accessories
505,33907,169539,3390,Bathroom,Shower Accessories
506,29581,147907,2958,Bathroom,Shower Fixtures
507,95543,477716,9554,Bathroom,Shower Fixtures
508,98176,490880,9817,Bathroom,Shower Fixtures
509,19494,97470,1949,Beauty,Bath & Body
510,7034,35173,703,Beauty,Bath & Body
511,27636,138182,2763,Beauty,Bath & Body
512,12094,60472,1209,Beauty,Bath & Body
513,41366,206832,4136,Beauty,Bath & Body
514,52832,264163,5283,Beauty,Bath & Body
515,13659,68295,1365,Beauty,Hair Care Tools
516,26543,132717,2654,Beauty,Hair Care Tools
517,34676,173381,3467,Beauty,Hair Care Tools
518,55936,279684,5593,Beauty,Hair Care Tools
519,43721,218608,4372,Beauty,Hair Care Tools
520,21522,107611,2152,Beauty,Hair Care Tools
521,1068,5340,106,Beauty,Hair Care Tools
522,91618,458090,9161,Beauty,Hair Care Tools
523,84145,420729,8414,Beauty,Hair Care Tools
524,80431,402159,8043,Beauty,Hair Care Tools
525,34389,171949,3438,Beauty,Hair Care Tools
526,89314,446571,8931,Beauty,Hair Care Tools
527,17394,86972,1739,Beauty,Lip Care
528,77156,385784,7715,Beauty,Lip Care
529,3198,15993,319,Beauty,Lip Care
530,98615,493078,9861,Beauty,Lip Care
531,17475,87377,1747,Beauty,Lip Care
532,9498,47491,949,Beauty,Lip Care
533,13347,66738,1334,Beauty,Lip Care
534,96874,484373,9687,Beauty,Makeup
535,14236,71180,1423,Beauty,Makeup
536,6492,32463,649,Beauty,Makeup
537,3138,15690,313,Beauty,Makeup
538,31607,158038,3160,Beauty,Makeup
539,44831,224159,4483,Beauty,Mirrors
540,71978,359891,7197,Beauty,Mirrors
541,19241,96207,1924,Beauty,Mirrors
542,224,1122,22,Beauty,Mirrors
543,96238,481194,9623,Beauty,Mirrors
544,49722,248610,4972,Beauty,Nail Care
545,93517,467589,9351,Beauty,Nail Care
546,12900,64504,1290,Beauty,Nail Care
547,20048,100243,2004,Beauty,Nail Care
548,46210,231052,4621,Beauty,Nail Care
549,76112,380564,7611,Beauty,Nail Care
550,29339,146699,2933,Beauty,Nail Care
551,68074,340374,6807,Beauty,Nail Care
552,24473,122368,2447,Beauty,Nail Care
553,76470,382351,7647,Beauty,Nail Care
554,66227,331136,6622,Beauty,Nail Care
555,96849,484248,9684,Beauty,Nail Care
556,69387,346939,6938,Beauty,Skincare
557,38380,191902,3838,Beauty,Skincare
558,86147,430736,8614,Beauty,Skincare
559,98879,494396,9887,Beauty,Skincare
560,17888,89441,1788,Beauty,Skincare
561,48374,241872,4837,Beauty,Skincare
562,57927,289638,5792,Beauty,Skincare
563,9403,47017,940,Beauty,Skincare
564,49718,248594,4971,Beauty,Skincare
565,79122,395611,7912,Beauty,Skincare
566,131,659,13,Beauty,Skincare
567,86079,430397,8607,Beauty,Skincare
568,90373,451869,9037,Bicycles,Accessories
569,65555,327778,6555,Bicycles,Accessories
570,15325,76629,1532,Bicycles,Accessories
571,10386,51933,1038,Bicycles,Accessories
572,61048,305241,6104,Bicycles,Accessories
573,6039,30196,603,Bicycles,Accessories
574,11844,59224,1184,Bicycles,Accessories
575,94876,474384,9487,Bicycles,Accessories
576,23265,116326,2326,Bicycles,Accessories
577,32840,164203,3284,Bicycles,Accessories
578,87256,436282,8725,Bicycles,Accessories
579,62322,311610,6232,Bicycles,Accessories
580,12733,63666,1273,Bicycles,Accessories
581,91841,459206,9184,Bicycles,Accessories
582,74254,371270,7425,Bicycles,Accessories
583,46148,230740,4614,Bicycles,Bicycles
584,40299,201498,4029,Bicycles,Bicycles
585,54479,272396,5447,Bicycles,Bicycles
586,40803,204018,4080,Bicycles,Bicycles
